55108, 377.573, 164.324, 79.0452
22690, 231.134, 163.014, 59.4772
36706, 315.342, 282.915, 84.5578
24998, 403.326, 234.279, 72.9831
3398, 305.24, 158.089, 68.2272
2421, 289.788, 206.89, 57.4928
6099, 283.902, 125.615, 56.3609
31339, 450.37, 198.084, 56.2772
11750, 431.545, 45.6334, 81.2502
9255, 446.035, 108.169, 61.2962
15629, 364.123, 98.233, 77.0855
33794, 359.651, 271.97, 57.0568
18048, 427.088, 277.514, 90.1682
8500, 374.576, 198.076, 89.1618
1852, 323.488, 208.13, 86.682
3783, 268.394, 182.484, 46.2075
3352, 399.449, 121.944, 61.6778
5177, 440.324, 205.555, 44.356
14888, 416.484, 370.744, 90.9613
4373, 433.916, 415.889, 96.5987
9500, 421.428, 413.945, 69.0701
2173, 450.124, 220.145, 42.8145
5777, 283.447, 161.844, 75.1895
2056, 287.82, 91.929, 69.2617
1387, 269.072, 198.667, 62.0887
2504, 328.905, 128.996, 48.8175
7059, 368.889, 402.347, 67.3408
4805, 393.166, 361.756, 34.4937
3642, 442.491, 246.288, 56.0879
11961, 394.655, 133.03, 90.9395
2800, 349.246, 116.536, 55.1361
4869, 425.917, 51.5502, 43.8069
2960, 297.071, 109.271, 93.6787
2734, 276.889, 113.482, 59.0691
1808, 305.276, 196.822, 74.9646
3314, 284.868, 200.127, 41.7269
2348, 319.645, 261.336, 54.066
3886, 420.684, 237.604, 92.449
834, 314.954, 296.91, 64.8118
1656, 372.908, 163.407, 80.4034
5633, 420.3, 378.485, 56.6084
6480, 418.576, 323.509, 60.4437
3419, 433.627, 33.5619, 55.1881
1005, 449.092, 133.946, 46.7274
3230, 452.823, 186.311, 41.9486
1836, 389.221, 88.2168, 62.5398
2656, 412.946, 97.8946, 69.2526
1594, 388.945, 77.1688, 43.446
2141, 444.89, 182.781, 49.8197
1749, 328.6, 202.511, 60.6021
1903, 414.771, 77.5828, 56.3137
6518, 281.83, 99.6813, 86.5149
3933, 393.947, 390.191, 34.2855
2626, 403.622, 407.567, 44.9954
