377.573,164.324,79.0452
231.134,163.014,59.4772
315.342,282.915,84.5578
403.326,234.279,72.9831
305.24,158.089,68.2272
289.788,206.89,57.4928
283.902,125.615,56.3609
450.37,198.084,56.2772
431.545,45.6334,81.2502
446.035,108.169,61.2962
364.123,98.233,77.0855
359.651,271.97,57.0568
427.088,277.514,90.1682
374.576,198.076,89.1618
323.488,208.13,86.682
268.394,182.484,46.2075
399.449,121.944,61.6778
440.324,205.555,44.356
416.484,370.744,90.9613
433.916,415.889,96.5987
421.428,413.945,69.0701
450.124,220.145,42.8145
283.447,161.844,75.1895
287.82,91.929,69.2617
269.072,198.667,62.0887
328.905,128.996,48.8175
368.889,402.347,67.3408
393.166,361.756,34.4937
442.491,246.288,56.0879
394.655,133.03,90.9395
349.246,116.536,55.1361
425.917,51.5502,43.8069
297.071,109.271,93.6787
276.889,113.482,59.0691
305.276,196.822,74.9646
284.868,200.127,41.7269
319.645,261.336,54.066
420.684,237.604,92.449
314.954,296.91,64.8118
372.908,163.407,80.4034
420.3,378.485,56.6084
418.576,323.509,60.4437
433.627,33.5619,55.1881
449.092,133.946,46.7274
452.823,186.311,41.9486
389.221,88.2168,62.5398
412.946,97.8946,69.2526
388.945,77.1688,43.446
444.89,182.781,49.8197
328.6,202.511,60.6021
414.771,77.5828,56.3137
281.83,99.6813,86.5149
393.947,390.191,34.2855
403.622,407.567,44.9954
